product_id,review_title,description,author,rating,date,pros,cons,author_profession,author_industry,author_duration
scriptcase,From low-code to high-code,"I’ve built an educational system that I sell to public schools, as well as a document digitization system. In Brazil, I sold it to city halls, and now I’m offering it here in Portugal. Adapting my systems to meet different needs was incredibly fast with Scriptcase. The tool also makes ongoing maintenance much easier, saving time and effort.",Thiago L.,5.0,"March 14, 2025","What I like most about Scriptcase is that it's a low-code tool that allows for advanced customizations. It provides a solid foundation, and developers can go beyond the basics to create powerful solutions. Once you understand how things work inside the platform (which doesn’t take long), you can integrate virtually anything within the tool. Whether it's a simple and basic system or a complex and sophisticated one, Scriptcase empowers developers to turn their projects into reality efficiently. It significantly speeds up the delivery process, making it a great choice for developers seeking productivity and flexibility.","One downside that I can point out is the learning curve — like with any tool, it takes some time to understand how things work. However, Scriptcase offers a lot of free materials to help with this process. Even so, you need to grasp the tool's logic to make the most of it. It’s also quite robust, which can feel overwhelming at first due to the sheer number of available options. But once you get familiar with the structure, everything starts to fall into place.",CEO,Computer Software,Used the software for: 2+ years
scriptcase,Scriptcase is a useful tool,"it is a useful tool, not a great solution, or the total solution, but if you learn how to use and how to apply on your projects, you can take real advantages",Roberto M.,4.0,"May 7, 2025","fast and easy to learn and apply, it is useful to create real demos or bring ideas to life","no support, small comunity, not flexible, for example the firsst page of all applications before login, or options about calendars",Freelance,Computer Software,Used the software for: 2+ years
scriptcase,Bad Customer service,,Verified Reviewer,2.0,"October 8, 2020","They used to have good customer service but I have two issues(Bug) with their product in last one month and they keep ignoring me. I am waiting for a simple respond from Tristan Holder. He just left the chat and ignored without saying anything. This happened two days ago as well. Their customer service is very bad now. I hope they fix their issue. I already paid for the Gold Support and paid for several licenses. If they act like this, they will lose all their customers",Customer service is very bad and there several bugs in version 9.4 - 9.5.003,CEO,Information Technology and Services,Used the software for: 2+ years
scriptcase,Enterprise systems Implementation,"I enjoy the challenge, and it makes me proud every time I see the results. Specifically, what I do not see are bugs or issues related to wrong coding experience by users if implementation issues are correctly worked out, of course.",Raul P.,5.0,"May 7, 2025",Learning was rapid due to the number of examples and materials posted by the company. I can turn one developer into a typical team of developers. The quality of code generated and the implementation review process are outstanding.,"Compared to other software companies with similar products, my sincere answer is: NONE (I am a very experienced Developer with 40 years of experience) Now retired after 20 years as VP of IT for an International Financial Enterprise.",VI of IT,Banking,Used the software for: 2+ years
scriptcase,"Scriptcase is like coffee. It tastes sweet, sour and bitter at the same time.","Most of all, I'm quite satisfied with this tools. It helps me a lot in making mockup, speed up the development time with less team.",Verified Reviewer,5.0,"May 7, 2025","Simplify in developing web apps with monolith approach. It covers most needed in web apps development, such as grid, form, reports, etc.","In some cases, Scriptcase will limit our UI regarding to their feature, such as menu, layout of Dashboard. Some features which used open source third party components but it's no longer compatible with PHP8 makes me headache, such as phpexcel.",Solution Architect,Computer Software,Used the software for: 2+ years
scriptcase,Very positive experience,"Positive, as it helped me a lot in the development of critical applications for water and gas supply infrastructure. The time saved in development is considerable.",Frederico M.,5.0,"May 6, 2025",Possibility of rapid development of web applications with a high degree of complexity. Easy distribution of versions,"Code editor! It could be much better. I have a lot of difficulty manipulating code blocks, preferring to do it in an external code editor and then import it into the scriptcase editor.",Software Engineering,Computer Software,Used the software for: 2+ years
scriptcase,Flexibility and Scalability: Implementing Platforms Across Diverse Companies with SC,"It has been a tool that has enabled the implementation of various platforms across three companies of different sizes, validating the flexibility and scalability of the developments generated with SC.",ALEJANDRO D.,4.0,"May 8, 2025",It is truly a tool that accelerates creative processes to generate innovation and evolution at the corporate process level.,"For my part, I began learning about the tool more than 10 years ago, and it has been a constant self-learning journey. Although the training, webinars, and content have improved, it would be valuable for corporate environments to have a personalized agent that can understand needs and provide support in innovation for the implementation of the tools.",IT Director,Transportation/Trucking/Railroad,Used the software for: 2+ years
scriptcase,POWERFUL TOOL,We have used SC for more than 10 years and developed several web systems sucessfully. Great tool!,Christian A.,4.0,"May 7, 2025","It's so powerful, enabling complex projects to be done in short time. Its low code interface is a plus.","There are some areas to improve, specially in the Security module. Ex. Password Recovery email won't be sent in some conditions. Bug reporting could be more accesible.",DEVELOPMENT DIRECTOR,Computer Software,Used the software for: 2+ years
scriptcase,Would like to improve product,Scriptcase since version 9.5 with Training and Develop Project,Don P.,5.0,"March 15, 2025",Scriptcase Stability and more flexible to develop app,"1. I would like Scripcase follow up and comply with last version with php 8.1 and extend to 8.2 and 8.3 , etc., 2. I would like Scriptcase improve ability about report to support complex report and can export excel with header and footer template",MD,Consumer Services,Used the software for: 2+ years
scriptcase,The best product to develop web applicatione,I've been using SC for 8 years and have developed a variety of applications. My customers are very satisfied because the web applications are highly user-friendly,Fabio V.,5.0,"May 7, 2025",Is a quick way to develop robust and scalable web applications. The environment is good to understand the application and free to use. The deployment is very simple and all PHP server can run the applications.,There are few themes and the editor is too simple. It’s necessary to add some fields to the applications to allow developers to write comments.,Software engineer,Information Technology and Services,Used the software for: 2+ years
